name,artist,positive,neutral,negative,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
So Real,Jeff Buckley,0,1,1,0NvHg9fiix03UG7hdYx6DI,0.708,0.512,0,-8.963,1,0.0624,0.208,0,0.149,0.42,87.487
Come Into The Garden,Nick Drake,0,0,1,1bSFWyVcamk2V5cSIzPvFj,0.352,0.046,11,-22.707,1,0.0436,0.945,0.00665,0.11,0.314,96.898
Living Proof,Ricky Van Shelton,0,0,1,4jFD7byoPdGkEdjHLMduR9,0.735,0.514,7,-5.464,1,0.082,0.109,0,0.359,0.517,77.566
Sad Peter Pan,The Smashing Pumpkins,0,0,1,4JpjgmmkDTjRJQEeOH890k,0.624,0.361,5,-11.851,1,0.0294,0.553,0.16,0.119,0.215,149.384
Keep This Fire Burning,The Outsiders,1,0,0,4nDz9inwqoSm1yHT4Wpwzq,0.892,0.433,0,-13.806,0,0.0698,0.0277,0.000895,0.0308,0.925,128.032
February Stars,Foo Fighters,0,0,1,2ceA7CWWx6yIHdzppN8nLF,0.267,0.316,2,-8.272,1,0.0372,0.00825,0.151,0.126,0.227,76.066
Horse Thief,Kultur Shock,1,0,0,4wUggfBD9dmdksVkQEQkMx,0.333,0.898,0,-7.509,1,0.288,0.0141,0.000171,0.323,0.453,188.806
Jizz in My Pants,The Lonely Island,0,0,1,0WnUB48NWIl4R96uGuF2XQ,0.641,0.87,7,-7.175,1,0.213,0.000468,1.4e-05,0.618,0.199,122.016
Hemorrhage (In My Hands),Fuel,0,0,1,1sjrDQXqAa9V07FjKIlAQ4,0.301,0.823,1,-4.072,1,0.0433,0.000144,0.000309,0.0833,0.372,152.017
Each Coming Night,Iron & Wine,0,3,2,2xa9PoO42d7VjT0KqG5d3I,0.47,0.237,2,-15.593,1,0.0348,0.837,0.464,0.115,0.358,81.268
All I Ever Wanted,Chuck Wicks,1,0,0,2FWquqPNxte8iqZ3ATQG0p,0.403,0.724,8,-6.064,1,0.246,0.377,0,0.0927,0.428,97.133
Vehicle,Tub Ring,1,0,0,3IV4swNduIRunHREK80owz,0.603,0.933,1,-3.358,1,0.171,0.00591,0,0.206,0.709,96.306
Beautiful Life,Ace of Base,1,0,0,5rYpwP1dHWGVMrSZbTmt3e,0.533,0.638,10,-9.411,1,0.0636,0.0385,0.000932,0.0758,0.324,135.056
There Is So Much More,Brett Dennen,0,3,1,5hYuuICSsFVja4lxBQC8E8,0.569,0.495,4,-12.081,1,0.029,0.674,0.0172,0.115,0.452,87.228
They Don't Know,Jon B.,0,1,0,6M31fPFCYB8Job3MCjjrDV,0.514,0.727,0,-6.131,1,0.0492,0.126,0,0.0978,0.37,147.917
Omaha,Moby Grape,1,0,0,4vDQMtAXkPwRxEqM8oXtMQ,0.618,0.498,3,-8.29,1,0.0259,0.0645,0.0301,0.291,0.818,80.055
Leader Of The Pack,The Shangri-Las,0,0,1,6O5PIO5pAWxdoxvaUFQ02G,0.423,0.55,0,-8.738,1,0.0975,0.708,0,0.682,0.313,119.702
Homesick,MercyMe,0,1,0,2L7MGZnBknkmbUHdSMLd18,0.431,0.224,6,-8.683,1,0.0379,0.948,0,0.112,0.401,87.122
Ion Square,Bloc Party,1,1,0,7uoWrCEmC2lI4lxe1M4BBt,0.415,0.891,5,-5.014,1,0.036,2.18e-05,0.39,0.379,0.248,156.03
Naturally,Matt Wertz,1,1,0,1YaVmBh7EAeR54FIjuFcb5,0.605,0.902,10,-5.406,0,0.0511,0.0185,1.01e-06,0.0534,0.875,132.612
V.C. Bonfire,Kitaro,0,1,0,0wHnhEJ9djSLlue27DpIlM,0.765,0.552,10,-16.703,0,0.0361,0.241,0.768,0.12,0.487,115.08
Life Turned Upside Down,Badly Drawn Boy,0,2,0,29BgQwwNLVRUw6H5naxpnN,0.342,0.228,2,-11.822,1,0.033,0.749,0.000144,0.131,0.103,134.886
All In The Name Of...,Mötley Crüe,1,0,0,30iK4wxNYf3N4jANDGmrS5,0.471,0.928,0,-4.328,1,0.0593,0.0204,0.00121,0.107,0.444,163.598
Shroud,Cryptopsy,1,0,0,2EfxpdIvAGblZfKhVhV4Hu,0.717,0.614,7,-9.881,1,0.108,0.759,0.903,0.109,0.38,172.018
Melancholy Man,The Moody Blues,0,0,1,1NeQzAqahRYI09bgLbhVFN,0.385,0.434,1,-11.544,0,0.0313,0.722,5e-06,0.192,0.388,132.454
No Paraba De Llover,Nena Daconte,0,1,0,2rpIsQ9Kqlaq6gFzPyEYNm,0.699,0.549,6,-9.401,0,0.0949,0.747,1.92e-06,0.156,0.563,101.046
Ese lunar,Kevin Johansen,0,1,0,36yBw14bs509SgtpAJV6Ok,0.602,0.699,5,-7.053,0,0.0412,0.025,6.95e-05,0.345,0.866,106.467
Mediocre Bad Guys,Jack Johnson,1,3,0,1NBogIJPGYfOuR0yKKqP9a,0.735,0.477,4,-7.313,0,0.0983,0.376,0.0812,0.476,0.561,132.139
400 Years,Bob Marley,0,0,1,4YToePy23aX4BbaLkXT8df,0.767,0.626,0,-4.995,0,0.0606,0.219,1.06e-05,0.0652,0.882,144.776
Your Silent Face,New Order,2,0,1,0eKRwDBVWxCXWpLYFYrbd1,0.642,0.778,0,-10.087,1,0.0313,0.00934,0.633,0.151,0.793,117.654
Glorious,Muse,1,1,0,0CokSRCu5hZgPxcZBaEzVE,0.731,0.794,0,-5.126,0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994
Round Here,George Michael,0,1,0,39FwE8edwuyiaa4PrGBkP7,0.611,0.688,2,-6.369,1,0.0529,0.251,2.35e-06,0.248,0.649,169.895
Oh Jim,Gay Dad,0,1,0,53O0aHdCuGrrkRnDYtgJXf,0.366,0.961,4,-5.085,0,0.138,0.0611,0.421,0.99,0.675,96.481
Splattitorium,The Pharcyde,1,0,0,3smjcQgJ8oEIZWiQ38jpeD,0.814,0.474,8,-6.761,1,0.111,0.737,0.0117,0.369,0.795,82.453
My Kind Of Country,Van Zant,1,0,0,1M2BOWUWBFe89OxlhR2cz7,0.701,0.742,0,-4.865,1,0.0544,0.457,0,0.166,0.444,95.026
Watching Lara,Yann Tiersen,0,0,2,1z65HVczcbbDqpiWHgJNVy,0.499,0.0395,4,-17.588,1,0.0432,0.991,0.96,0.11,0.152,79.879
Handle With Care,Jenny Lewis with The Watson Twins,1,0,0,1vQxicuNSODoBECPMFjHMG,0.676,0.771,7,-5.981,1,0.0283,0.109,0,0.247,0.708,115.073
Since U Been Gone,Kelly Clarkson,1,0,1,3xrn9i8zhNZsTtcoWgQEAd,0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131.0
Alternative To Love,Brendan Benson,2,0,0,7gP7vWDtoE7Kc3siI8Ax5b,0.878,0.408,7,-12.962,1,0.0419,0.613,0.0009,0.0597,0.776,102.497
See Me Through,Ida Maria,0,1,0,0VlYcZCXxdodVUVBX0sRJQ,0.345,0.951,8,-2.609,0,0.181,0.000164,0.266,0.133,0.0584,149.079
Dublin Sky,Darren Hayes,0,1,0,2AvnrN1CqNBAFfMxf2uQdA,0.515,0.37,2,-9.869,1,0.0309,0.265,2.9e-05,0.106,0.423,151.85
Always,Bon Jovi,0,0,1,2enPRFda84VE2wtI8c86Uf,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378
Party at the Leper Colony,Weird Al Yankovic,0,1,0,5AQT781Qa3UmmKIkqUloxC,0.597,0.512,8,-10.687,1,0.0796,0.00756,0.000132,0.143,0.825,180.16
Bright Eyes,Art Garfunkel,0,2,1,3Jy0dWV5AnnfyTvHK6UWof,0.38,0.21,7,-15.603,1,0.0319,0.745,0.45,0.0829,0.207,112.51
Horrorshow,The Libertines,1,0,0,7j3yHIUcCQzuQv3fiQp4BN,0.532,0.942,9,-2.777,1,0.22,0.0917,0,0.122,0.358,159.929
Blacks/Radio,The Psychedelic Furs,0,0,1,5lTUnnIG8ry2OtRf9A7KVl,0.829,0.579,9,-7.762,1,0.353,0.374,0,0.147,0.733,95.016
Sweeter Love (Jay's Full Vocal),Blue Six,0,1,0,5SbXy7YLR4qiCtVyQCigMW,0.898,0.494,11,-11.163,0,0.0565,0.0301,0.032,0.0799,0.926,125.997
They Took My Love Away,Djivan Gasparyan,0,0,1,2T3itcFqjcTH0IZSQ2FEOz,0.111,0.0725,11,-21.446,0,0.0516,0.994,0.731,0.103,0.0661,170.897
In My Mind,Heather Headley,0,1,0,0E9ZjEAyAwOXZ7wJC0PD33,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905
Psycho,The Sonics,1,0,0,3swc6WTsr7rl9DqQKQA55C,0.75,0.56,8,-8.094,1,0.105,0.546,0,0.111,0.459,140.06
Laisse-béton,Ridan,0,1,0,1GBjdigfLuH1BzFQZcTLjL,0.659,0.686,10,-7.633,1,0.0948,0.262,0,0.323,0.764,138.003
Because Of You,Kelly Clarkson,0,0,3,6CFPFnS9EcLs2I0nWqtWci,0.81,0.538,0,-5.784,0,0.0356,0.528,0,0.0951,0.828,109.97
Closer,Ne-Yo,0,1,0,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01
This Flight Tonight,Nazareth,1,0,0,2oMCe4LZnMhuKrUig6rFKl,0.525,0.554,7,-11.834,1,0.0402,0.0169,0.244,0.116,0.676,134.298
Can't Go On,Whitesnake,1,0,0,2e6he0ydsChPv44oTVC7CO,0.715,0.758,4,-4.797,0,0.152,0.00305,0.107,0.345,0.385,129.048
Everytime We Touch,Cascada,2,0,0,5YJtMNWKe55yr49cyJgxva,0.633,0.976,8,-5.362,1,0.0519,0.00281,1.29e-05,0.382,0.493,142.027
Pennies From Heaven,Bing Crosby,1,0,1,4tmy6FB76bR5eLmx0zO1mn,0.515,0.408,8,-11.96,1,0.194,0.452,0,0.0682,0.915,185.767
Hold On,KT Tunstall,1,0,0,4u4NyuceXP7Uzh7XFJKCr1,0.658,0.634,1,-5.797,0,0.0413,0.0106,0,0.132,0.29,139.98
Mi Vida,Bersuit Vergarabat,1,0,0,3QHMxEOAGD51PDlbFPHLyJ,0.656,0.877,0,-3.231,0,0.0342,0.345,0,0.349,0.894,105.018
Get Lucky,Dragonette,3,0,0,2Foc5Q5nqNiosCNqttzHof,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047
Hello,Lionel Richie,0,3,1,2r6OAV3WsYtXuXjvJ1lIDi,0.905,0.647,10,-5.065,0,0.107,0.0187,0,0.282,0.367,130.97
God Man,David Sylvian,1,0,0,7w77k7yCaDOMe25fYxnzit,0.819,0.651,10,-5.859,0,0.291,0.00861,0,0.378,0.522,77.013
Lucky And Unhappy,Air,0,1,0,3KtCDKfQyDOYpedX16GPpL,0.505,0.746,2,-9.863,1,0.0611,0.48,0.863,0.0992,0.511,74.72
Gymnopedie - Live the dream,Myleene Klass,0,6,1,0GhJ8v2jGXeuNduIS8c51h,0.405,0.0749,7,-20.049,1,0.0429,0.953,0.942,0.282,0.0911,81.924
Storytime,Jim Chappell,0,2,0,1otw1I6vguSWf6Pxn9m1oC,0.466,0.97,5,-3.467,0,0.0734,0.00373,0.00427,0.328,0.493,156.177
I Want To Be Happy,Bud Powell,1,0,0,4QGrD0jZcnBTxzlsXoKIiS,0.459,0.348,3,-9.972,1,0.0268,0.929,0.923,0.262,0.192,75.049
Strike It Up,Black Box,1,0,0,742hY2twqAjwNYnKkQdilj,0.875,0.862,6,-7.694,0,0.062,0.0116,0.000281,0.0658,0.915,118.398
Personal,Stars,0,1,5,6vWEAOUSxohKxhp0K1BsxL,0.661,0.44,2,-9.104,1,0.0803,0.457,0,0.128,0.352,149.937
Jugglers Parade,Dave Holland,1,0,0,3HxGNxJ5g9pMZ2U1BYYXlj,0.587,0.323,10,-18.682,0,0.0632,0.656,0.895,0.0641,0.847,90.36
Chaser,平沢進,0,0,1,0gZWRn79KMIpNnfBN2Ifco,0.464,0.9,2,-3.512,1,0.349,0.494,0,0.206,0.677,141.271
To Be Free,Emilíana Torrini,0,2,1,5TXwU5dCw3h6Tsr0UC3APQ,0.438,0.732,5,-4.767,1,0.0421,0.0851,0,0.0948,0.496,167.94
My Precious,Lifehouse,0,1,2,36U0BKpNNaCbZq6TcNldES,0.632,0.135,0,-9.856,1,0.0454,0.628,0,0.198,0.309,77.079
Never Leave You,Tinchy Stryder,1,0,0,1AjQE5MtP5jHQMyDepbvLI,0.811,0.657,6,-6.197,1,0.362,0.0391,0.712,0.0798,0.777,199.958
Eugina,Salt Tank,0,2,0,6rCMxy4EMKzrpQZCrnialR,0.546,0.953,5,-7.614,1,0.0413,0.00024,0.728,0.0779,0.593,134.005
Criminel,Garou,1,0,0,3GVEnrSiAJ46SMFWrI1A4s,0.707,0.747,8,-7.386,0,0.0352,0.118,0,0.172,0.621,150.063
I Get Along Without You Very Well,Diana Krall,0,0,1,4gFlHAye7To29Fs4UszQUH,0.442,0.033,10,-23.063,1,0.041,0.922,0.000171,0.151,0.21,103.34
JUST MAD PAIN,RENTRER EN SOI,0,0,1,3BcCqaxGznRqmB1BIerea2,0.574,0.896,10,-4.478,1,0.0393,0.0654,0,0.31,0.731,99.974
Oblivion (Head in the Clouds),Manix,1,0,0,5IOUd8eExf8236FTws81SN,0.673,0.73,5,-10.836,0,0.0689,0.129,0.0389,0.326,0.626,143.519
At Last,Etta James,1,2,0,4Hhv2vrOTy89HFRcjU3QOx,0.274,0.348,5,-8.631,1,0.0293,0.547,0.0133,0.334,0.328,87.43
Put Your Records On,Corinne Bailey Rae,1,2,0,6AGOKlMZWLCaEJGnaROtF9,0.399,0.491,6,-10.778,0,0.0538,0.0563,0.00089,0.11,0.151,91.066
Marrakech,Kyle Eastwood,0,0,1,50z0HWJg4sqh7H8JHol9jC,0.674,0.705,5,-5.335,0,0.0349,0.127,0.501,0.361,0.338,153.951
Ban Marriage,The Hidden Cameras,3,0,0,7fBVay1B27hhCRGxFw2aXk,0.46,0.938,6,-7.72,1,0.0445,0.0719,0.0153,0.351,0.682,154.669
O New England,The Decemberists,1,0,0,6UpMG6BDOd5xecMTu5r3sj,0.267,0.597,4,-9.708,0,0.0364,0.0205,0.119,0.193,0.292,85.211
Rhythm Of The Rain,Dan Fogelberg,0,1,0,7GHf8dQ2wA71wYOuRsQCZP,0.659,0.66,0,-8.337,1,0.0441,0.627,0.000217,0.136,0.672,116.634
Your Armor,Charlotte Martin,1,1,0,2nb4QlxzNRO1M3UEUgKSuY,0.791,0.585,6,-7.401,0,0.0353,0.0476,1.07e-06,0.086,0.699,120.982
Skin On Skin,Queens Of The Stone Age,1,0,0,6trwNRKYjipVE9wUYSSG82,0.68,0.597,4,-7.198,0,0.0304,0.0122,0.000599,0.114,0.3,120.052
Shampoo Bubble,Brideshead,1,0,0,5PajFKOTeD5GB74sSUqC3L,0.627,0.912,2,-4.651,1,0.143,0.0689,0,0.246,0.891,188.052
Allow Me To Introduce Myself...Mr. Right,The White Tie Affair,1,0,0,5t4JNriAR8sQNYhDxDh9ea,0.68,0.961,8,-4.376,1,0.0516,0.0132,0,0.154,0.649,117.036
Nora,Richard Shindell,0,1,0,2vQ4scL1dp9w3jKBv99GVm,0.11,0.00326,0,-35.61,1,0.0494,0.864,0.903,0.123,0.0376,93.07
Você Me Faz Tão Bem,Detonautas Roque Clube,0,0,1,656TZu3G6rnfK9m2Y0zR6g,0.391,0.797,7,-7.991,0,0.061,0.377,1.52e-05,0.755,0.369,143.605
Jingle Bells,Bing Crosby,0,1,0,4KV9bM7a1KDc7b7OakFZic,0.706,0.383,8,-11.44,1,0.0342,0.758,0,0.0608,0.87,86.997
Stretch Out and Wait,The Smiths,0,1,0,0Hpm3tUmlaQs2l517D5GAh,0.272,0.498,4,-7.897,1,0.0403,0.358,0,0.137,0.266,177.536
Pas Toi,Jean-Jacques Goldman,0,0,1,6AaboZ2O8VHGWq28QYVj2O,0.281,0.00706,5,-33.228,1,0.0458,0.992,0.883,0.071,0.125,75.297
Take Good Care Of My Baby,Bobby Vee,1,0,0,1MR7XamWS0XH6vZxeeRdE0,0.491,0.431,1,-12.257,1,0.0609,0.698,0,0.124,0.661,82.445
Strange Fruit,Billie Holiday,0,0,3,1CTex49P0iWwzUGsMNjgaV,0.313,0.0437,6,-22.627,1,0.0315,0.989,0.148,0.209,0.0625,100.827
Fat Lip,Sum 41,1,0,0,4KacUpvbA3Mfo05gttTjhN,0.402,0.914,9,-5.215,1,0.142,0.000579,0,0.065,0.626,196.505
Mr. Tambourine Man,Bob Dylan,0,1,1,2HCaIYjkvWSZzaSKUoOh3d,0.456,0.47,2,-9.564,1,0.0294,0.513,3.76e-05,0.444,0.639,120.336
Mandinga,Rubén González,0,1,0,4NLWlxYCPrw2PhfJvfxRWI,0.584,0.473,7,-11.248,1,0.037,0.693,0.659,0.109,0.708,91.503
Desire Lines,Lush,0,0,1,34OYZJDVLJC0HS401190FN,0.318,0.918,2,-6.289,1,0.0374,0.0559,0.297,0.659,0.602,120.567
Everytime,Britney Spears,1,1,2,5YJtMNWKe55yr49cyJgxva,0.633,0.976,8,-5.362,1,0.0519,0.00281,1.29e-05,0.382,0.493,142.027
Used To Love U,John Legend,1,0,0,1D7cfiC5mxqHfTCcOiRBej,0.501,0.788,10,-4.624,1,0.0415,0.12,0,0.137,0.61,152.047
Too Late For Goodbyes,Julian Lennon,0,1,0,2SPU97neddixGZ3wCMLAwx,0.867,0.743,11,-8.229,0,0.0325,0.16,0.00365,0.0451,0.969,122.42
Landing In London,3 Doors Down,0,0,2,69fOcFyjsjZtUHyWGEQndl,0.474,0.482,4,-6.746,0,0.0262,0.483,3.27e-06,0.115,0.172,147.376
Sweet Allure,Balligomingo,0,2,0,0jjAa0hGT012gWxKuZ1NP0,0.55,0.83,4,-9.407,1,0.0405,0.0533,0.0121,0.133,0.535,94.994
When I See You,Macy Gray,1,0,0,5ZkAx8zjLiSs1nMmBwJoZS,0.638,0.831,11,-6.812,0,0.081,0.0263,0,0.0491,0.388,127.975
Walking,The Dodos,1,0,0,5VlTQnZO89Ioku8ssdbqJk,0.505,0.267,9,-13.763,0,0.05,0.279,0,0.096,0.439,143.929
Up Around The Bend,Creedence Clearwater Revival,1,0,0,36gPq8WG7tDxrblyGVUCiT,0.589,0.85,2,-6.143,1,0.0343,0.0606,0.779,0.274,0.813,130.318
Your Heart Is an Empty Room,Death Cab For Cutie,1,4,1,4QJ9qzD7PHDET2bwlOxXyO,0.566,0.621,0,-8.762,1,0.0263,0.091,9.5e-06,0.0882,0.4,112.149
Takk...,Sigur Rós,1,1,2,1mMFP46MOq92keItSUvSb0,0.757,0.886,2,-4.702,0,0.0625,0.18,3.25e-06,0.109,0.778,113.975
This Time,Dina Carroll,0,1,0,2TR7A4ulH9R1PNwMyd8o8U,0.555,0.931,8,-2.969,1,0.0367,0.016,0,0.405,0.723,132.085
Bright End Of Nowhere,Matthew Good,0,1,0,0bAbeDvkBcX17T3mUfEyS1,0.397,0.599,6,-5.604,1,0.0244,0.00346,8.17e-06,0.165,0.18,166.044
Papagenu (He's My Sassafrass),Tenacious D,1,0,0,3yEf7v9VZPozoq9oqkZyvt,0.539,0.768,7,-5.358,1,0.115,0.224,6.23e-05,0.338,0.538,151.516
Sexual Revolution,Macy Gray,2,2,0,63q7jO9YSWmClkQlX31L2q,0.556,0.418,4,-9.5,0,0.0435,0.297,0.00012,0.345,0.418,135.114
Praat Is Te Laat,Theuns Jordaan,0,1,0,1zT3nO7sgRlvBwce2RUBcE,0.709,0.806,5,-7.495,1,0.0554,0.23,0.000173,0.0676,0.659,106.014
Stone,Unbelievable Truth,0,0,1,2y98paB9Frs36SOekZ7k4W,0.625,0.531,1,-9.662,0,0.0793,0.38,0,0.151,0.447,163.033
When Will You Come Home,Galaxie 500,1,1,1,0ILPnIuTZ2TJ8pbYxmOHzF,0.208,0.125,6,-21.395,1,0.062,0.996,0.956,0.0937,0.0329,72.183
A Woman Left Lonely,Janis Joplin,0,1,2,5NXI6TWg0mQRmbGPHzkoHk,0.327,0.398,10,-10.632,1,0.0428,0.812,0.000593,0.114,0.24,149.63
From Darkest Skies,My Dying Bride,0,0,1,7EuoKq0OdZvfGYo4oXbyOw,0.134,0.522,2,-8.223,0,0.0371,9.58e-05,0.00015,0.0521,0.0992,97.639
Under the Pagoda,Jeff Greinke,0,0,1,0dpj4UKFtPvAS1OVDBBbn3,0.831,0.625,7,-11.683,0,0.233,0.752,0.0174,0.226,0.507,144.087
Too Too Too Fast,Ra Ra Riot,1,0,0,42QRyJd5x6e2TFR1S41g2p,0.395,0.33,4,-10.924,0,0.0408,0.316,1.89e-05,0.268,0.102,98.813
I am not the case,Kristofer Åström,0,0,1,6CE01ZPbe5TWJXIYN6ZIfo,0.397,0.19,6,-17.417,1,0.0515,0.949,6.89e-05,0.146,0.391,131.033
Time of the Season,The Zombies,1,0,0,5AJrhrwz4oSZX2PwwV4qrN,0.537,0.7,4,-6.852,0,0.0366,0.142,1.58e-06,0.383,0.695,117.111
Reasons,Minnie Riperton,1,0,0,0Jh5AV0dZ4wGHA1CJGNi9C,0.666,0.423,0,-8.012,1,0.0429,0.494,0,0.106,0.154,129.893
Carnaval,Santana,1,0,0,7D0Ntx3LMFMPNtSViJLS4D,0.546,0.563,7,-7.891,1,0.101,0.0968,0,0.0352,0.7,113.215
Rest In Pieces,Saliva,0,0,1,57b84jVYYBRxET9miVc5nZ,0.648,0.682,7,-7.9,0,0.0455,0.168,9.17e-05,0.12,0.258,144.922
Gangsta,Ania,0,1,0,2HYvkdq6lpFXkVz9Tfqi8r,0.879,0.574,10,-5.602,0,0.391,0.519,8.76e-06,0.144,0.346,144.911
The Biggest Lie,Elliott Smith,0,0,4,4xFNWqI3kQ34kNKMplWsk2,0.543,0.158,5,-16.026,1,0.0357,0.515,6.64e-05,0.123,0.293,150.375
Tchimurenga Zimbabwe,Sam Mangwana,1,0,0,1RsEa4PYQFMc96wdCA0mX5,0.609,0.727,0,-9.116,1,0.0609,0.594,0.00322,0.0612,0.961,117.036
White Light,Llewellyn,0,3,0,7o68KX6XyCS9lydBTH6TCP,0.583,0.8,10,-9.689,1,0.0909,0.706,0,0.122,0.958,74.056
Stripper Friends,Tila Tequila,1,0,0,6lZiKBg5Y2g7WV7oZYmY7k,0.899,0.582,5,-8.788,0,0.373,0.0543,0,0.143,0.851,130.075
I Love the Way You Love Me,John Michael Montgomery,0,1,0,0nNavzWSD6AUiQK2rLgbBx,0.477,0.267,0,-8.625,1,0.0301,0.81,0,0.336,0.667,152.039
Ms. Harmony,Robin Thicke,0,2,0,57oAeJsQ4V10OHy6CQEaKZ,0.657,0.504,0,-11.713,1,0.307,0.624,5.21e-05,0.249,0.554,80.917
Mit jedem Deiner Fehler,Philipp Poisel,0,0,1,5p1rbCGbNPtbkU1SO65zVP,0.687,0.357,0,-8.737,0,0.0325,0.711,0.000976,0.113,0.296,120.021
Johnny Ryall,Beastie Boys,1,0,0,5EGWLtIZ5M1g1nU1SdQ5PY,0.884,0.615,2,-11.757,1,0.185,0.0666,0,0.0698,0.677,97.263
Enjoy Yourself (It's Later Than You Think),The Specials,1,0,0,2mQkQkXknDhryo5UooEceK,0.439,0.875,7,-6.829,1,0.0632,0.0839,0.000828,0.395,0.866,154.863
Map,Call and Response,1,0,0,4gbVRS8gloEluzf0GzDOFc,0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032
I'll Never Find Another You,The Seekers,0,0,1,6sm028EoGuUbVnzC6pDaNx,0.547,0.786,10,-8.188,1,0.195,0.552,0,0.485,0.577,126.977
Depression,Black Flag,0,0,1,2H3wWrnO758y0fPH7Ilerg,0.769,0.156,11,-10.7,0,0.035,0.585,0.015,0.102,0.527,105.95
Come Lay Down,Howie Day,0,0,1,2sYijPeyBvmNsg41WAQe6d,0.624,0.515,1,-11.955,0,0.0313,0.146,0.00164,0.272,0.684,124.829
Some Unholy War,Amy Winehouse,0,0,1,5DEitTu33CUjozBijXiLNb,0.489,0.435,9,-15.558,0,0.163,0.0856,3.91e-05,0.113,0.455,175.865
City of New Orleans,Arlo Guthrie,0,2,0,0P6TTXbSLGrSoTNMz5kvB7,0.616,0.577,1,-8.834,1,0.0407,0.535,0,0.0808,0.592,145.863
Johannesburg,The Housemartins,0,0,1,2fCbzSeSz5LuWFPDXJk7sQ,0.373,0.951,1,-4.893,1,0.0518,4.27e-06,0.0498,0.924,0.426,141.26
Big Girls Don't Cry (Personal),Fergie,0,1,0,3Q4WeJmzxuDpzMu9QjQqbM,0.708,0.641,7,-4.296,1,0.0335,0.205,0,0.0945,0.253,113.082
Ten Speed (of God's Blood & Burial),Coheed and Cambria,1,0,0,2l7GqUj1mBAEYB8aokoWJf,0.481,0.982,8,-4.865,0,0.193,0.00682,0,0.157,0.611,156.942
Midnight Special,Leadbelly,2,0,0,5jRQvcl66ovRTjUwzXziZA,0.763,0.462,2,-9.432,1,0.105,0.661,0,0.112,0.672,124.491
The Circle,Ocean Colour Scene,1,0,0,0HU5JnVaKNTWf6GykV9Zn8,0.402,0.391,10,-16.112,1,0.0406,0.0634,0,0.296,0.568,83.789
High Water (For Charley Patton),Bob Dylan,0,0,1,1r6IfDCKm3YqPo5UyFvSMv,0.554,0.66,0,-8.883,1,0.0285,0.121,0.000299,0.0699,0.679,107.457
Notte,Marlene Kuntz,0,1,0,0ivVJooq6VM3NibR2PpWtr,0.178,0.0301,5,-30.207,1,0.0381,0.988,0.93,0.109,0.172,62.79
Apologize,Natalie Gauci,0,0,1,1NrJYpdAi7uosDRPmSYrsG,0.593,0.74,8,-6.12,1,0.0339,0.363,2.22e-05,0.102,0.502,118.008
Dhyana And Donalogue,Sheila Chandra,0,1,0,0qFgd5I0BhRs7ZxZhwESjP,0.351,0.024,0,-16.526,0,0.0522,0.759,0,0.1,0.437,118.573
mr love & justice,Billy Bragg,0,0,1,58DmEk3NqRY7Mpb3poQzGb,0.278,0.445,9,-7.82,1,0.0332,0.0483,9.43e-05,0.101,0.351,37.121
Ein Kompliment,Sportfreunde Stiller,1,0,0,5kNYGyPkorBykxgUE6EL1X,0.419,0.874,4,-5.6,0,0.0346,0.00144,5.05e-05,0.145,0.62,79.506
Pavement Cracks,Annie Lennox,0,0,1,09Dt1AwlBTRCEGEqFYM8hl,0.606,0.449,0,-10.686,1,0.0291,0.0201,4.96e-06,0.141,0.0699,113.974
Incognito,Enigma,0,1,0,12tLo4zslkJEgl8xXlawbI,0.546,0.565,5,-9.322,0,0.0329,0.0116,0.00321,0.0886,0.117,145.066
Live For Loving You,Gloria Estefan,1,0,0,6eT8JIrp1I3N6UfzXSnFhU,0.728,0.613,7,-12.704,1,0.0369,0.093,0.00419,0.0448,0.521,114.926
I Saw The Bright Shinies,The Octopus Project,1,0,0,1QpUZ5yZzOr1HYBs7nt2DU,0.633,0.7,5,-12.278,0,0.0444,0.598,0.608,0.134,0.207,117.984
Tristan da Cunha,ATB,0,2,0,7BX18hF1xy9UJ21NCNiPqk,0.612,0.657,5,-10.269,0,0.0326,0.92,0.956,0.086,0.337,132.026
No More Workhorse Blues,Bonnie 'Prince' Billy,0,0,2,0pm4ySIS202AofQUNebrtB,0.479,0.114,8,-24.538,1,0.0441,0.492,0.000104,0.199,0.382,114.211
Let You Know,Hoobastank,0,1,0,1C5utO1I8FoSIn6g1R5DAZ,0.64,0.628,2,-6.091,1,0.0324,0.0157,0.0382,0.0916,0.235,125.648
I Ain't The One,Lynyrd Skynyrd,0,1,0,7fQ3PYTYdu208fQ3JEm2U7,0.586,0.253,6,-11.93,0,0.0538,0.604,0,0.3,0.718,108.168
